,value_factor,rho,p_val,no_items,no_pos,no_prop,p_bonferonni
118,1.0005356308378583,0.988235294117647,8.108881053980581e-13,22.0,16.0,3.0,8.108881053980581e-10
119,0.9940146982907823,0.9272727272727275,3.973774256558543e-05,14.0,11.0,4.0,0.03973774256558543
120,1.0006521916018674,0.9930069930069931,1.3016730560634403e-10,17.0,12.0,3.0,1.3016730560634403e-07
121,0.9992262538480873,0.9958720330237358,4.184524393267239e-18,19.0,18.0,3.0,4.184524393267239e-15
122,0.9959316031218899,0.7802197802197801,0.001652500657442955,19.0,13.0,4.0,1.652500657442955
123,1.0005246119656495,0.9982456140350877,2.579846712328762e-22,26.0,19.0,3.0,2.579846712328762e-19
124,0.9877430241403465,0.7794117647058825,0.00037168023647875503,23.0,16.0,2.0,0.37168023647875503
125,0.9828674954570451,0.7009803921568628,0.0017194111989726393,25.0,17.0,3.0,1.7194111989726393
126,0.9927928914519115,0.881818181818182,0.0003301688021839005,13.0,11.0,3.0,0.3301688021839005
127,1.0,1.0,0.0,13.0,12.0,2.0,0.0
128,0.9990021191664621,0.9941176470588234,6.4339974884469385e-15,20.0,16.0,2.0,6.4339974884469384e-12
129,0.998957304065433,0.990909090909091,3.762571807085399e-09,13.0,11.0,3.0,3.762571807085399e-06
130,1.0,1.0,0.0,16.0,13.0,2.0,0.0
131,1.0,1.0,0.0,22.0,15.0,3.0,0.0
132,0.9988281696764107,0.8926728586171312,6.290980659201072e-07,22.0,18.0,3.0,0.0006290980659201072
133,0.9958541687905559,0.9300699300699302,1.170222792865967e-05,17.0,12.0,3.0,0.011702227928659669
134,0.9892844788359195,0.9272727272727272,0.00011203450639397582,14.0,10.0,4.0,0.11203450639397582
135,1.0,0.9999999999999999,6.646897422032013e-64,11.0,10.0,2.0,6.646897422032013e-61
136,0.9847553972431438,0.6263736263736264,0.016541935428871186,20.0,14.0,4.0,16.541935428871184
137,0.9969173838170318,0.7321428571428571,0.0019129636009785611,21.0,15.0,3.0,1.912963600978561
138,1.001972110062141,0.9636363636363637,1.852039864070312e-06,15.0,11.0,3.0,0.001852039864070312
139,1.0080513421773347,0.9166666666666667,2.317116555636978e-07,20.0,17.0,4.0,0.00023171165556369781
140,0.9959467549185591,0.8060606060606059,0.004862061101964606,12.0,10.0,2.0,4.862061101964606
141,1.0114544191718213,0.9112487100103198,1.4607836787089575e-07,25.0,18.0,3.0,0.00014607836787089575
142,1.0041134892631398,0.9272727272727272,0.00011203450639397582,12.0,10.0,3.0,0.11203450639397582
143,0.9812369987616668,0.7749999999999999,0.0006896453939514363,20.0,15.0,4.0,0.6896453939514363
144,1.0032798760707469,0.9285714285714284,5.867938270803352e-07,16.0,15.0,4.0,0.0005867938270803353
145,1.0006359855909812,0.9615384615384615,1.631768081069998e-07,14.0,13.0,2.0,0.00016317680810699978
146,1.000483161269255,0.9979360165118679,1.6451231715312417e-20,27.0,18.0,3.0,1.6451231715312417e-17
147,0.998219552168132,0.9835164835164836,1.611214573209521e-09,16.0,13.0,4.0,1.611214573209521e-06
148,0.979042666908486,0.2797202797202798,0.37856866966230307,17.0,12.0,2.0,378.5686696623031
149,0.9901027387246505,0.9860139860139862,4.1168959116543284e-09,17.0,12.0,4.0,4.116895911654328e-06
150,1.000463744797118,0.9975490196078433,9.580348013919738e-19,19.0,17.0,2.0,9.580348013919737e-16
151,0.9740290779300838,0.7454545454545454,0.013330146315440047,14.0,10.0,4.0,13.330146315440047
152,1.011731751735935,0.9470588235294116,2.715731165956679e-08,18.0,16.0,4.0,2.715731165956679e-05
153,1.0050802493275475,0.9780219780219781,1.5519632991187649e-09,15.0,14.0,2.0,1.551963299118765e-06
154,0.9940919078657392,0.9285714285714285,4.607427269933694e-06,15.0,13.0,3.0,0.004607427269933693
155,0.9895056924498672,0.9607142857142855,1.3027489790343413e-08,16.0,15.0,4.0,1.3027489790343412e-05
156,0.9988189156959953,0.9789473684210527,3.6006418847130656e-13,23.0,19.0,3.0,3.600641884713066e-10
157,0.9804336665282213,0.9030303030303028,0.00034361219776328223,11.0,10.0,2.0,0.3436121977632822
158,0.9981444067355704,0.8885448916408669,8.394663545248568e-07,27.0,18.0,3.0,0.0008394663545248567
159,0.9954142832199747,0.9133126934984519,1.2182182797478767e-07,26.0,18.0,3.0,0.00012182182797478767
160,0.9990450616074351,0.9692307692307693,1.1465229425475097e-08,16.0,14.0,4.0,1.1465229425475098e-05
161,0.9873746932645389,0.8303030303030302,0.0029402270232795065,13.0,10.0,4.0,2.9402270232795065
162,0.9905516975851172,0.690909090909091,0.018565033381595004,14.0,11.0,4.0,18.565033381595004
163,0.9898145560038882,0.9384615384615385,6.86120148176667e-07,15.0,14.0,2.0,0.000686120148176667
164,1.0008485712524395,0.9604395604395607,5.081053892329076e-08,16.0,14.0,4.0,5.0810538923290756e-05
165,1.00448794006638,0.9684210526315788,1.09055586677185e-11,21.0,19.0,2.0,1.0905558667718501e-08
166,1.002151183863276,0.9628482972136224,1.62399434830459e-10,21.0,18.0,2.0,1.62399434830459e-07
167,0.9660362510156113,0.7818181818181817,0.007547007781067878,15.0,10.0,3.0,7.547007781067878
168,1.0,0.9999999999999999,6.646897422032013e-64,13.0,10.0,2.0,6.646897422032013e-61
169,0.975191358425591,0.8749999999999999,1.9522613815941147e-05,16.0,15.0,4.0,0.019522613815941146
170,0.9806711148108733,0.7735294117647058,0.0004393556517117217,17.0,16.0,4.0,0.4393556517117217
171,1.0,0.9999999999999999,6.646897422032013e-64,15.0,10.0,2.0,6.646897422032013e-61
172,1.000552813504285,0.9192982456140351,2.6791023376473904e-08,26.0,19.0,4.0,2.6791023376473905e-05
173,1.0237711887330188,0.9352941176470588,1.0720167152998667e-07,18.0,16.0,3.0,0.00010720167152998667
174,1.0043556435748882,0.9090909090909091,0.00010559337630360869,14.0,11.0,4.0,0.1055933763036087
175,0.9774868376199494,0.6225490196078433,0.007606910274594117,24.0,17.0,4.0,7.606910274594117
176,0.9995455941800505,0.9090909090909091,0.00010559337630360869,14.0,11.0,4.0,0.1055933763036087
177,1.0006944515322989,0.9860139860139862,4.1168959116543284e-09,15.0,12.0,3.0,4.116895911654328e-06
178,0.968984216880065,0.9272727272727272,0.00011203450639397582,13.0,10.0,4.0,0.11203450639397582
179,1.0008330134768364,0.9930069930069931,1.3016730560634403e-10,17.0,12.0,2.0,1.3016730560634403e-07
180,1.001282142559211,0.990909090909091,3.762571807085399e-09,16.0,11.0,3.0,3.762571807085399e-06
181,1.0,1.0,0.0,13.0,11.0,2.0,0.0
182,1.0014140374837401,0.9930069930069931,1.3016730560634403e-10,15.0,12.0,4.0,1.3016730560634403e-07
183,1.0,1.0,0.0,16.0,15.0,4.0,0.0
184,0.9983012908019655,0.9120879120879121,1.3975552674444554e-05,16.0,13.0,3.0,0.013975552674444554
185,0.9982691230455952,0.9780219780219779,7.757814031393615e-09,15.0,13.0,4.0,7.757814031393615e-06
186,1.0056062667290082,0.956140350877193,1.706643162009303e-10,28.0,19.0,4.0,1.706643162009303e-07
187,1.0007935093917317,0.9941176470588234,6.4339974884469385e-15,23.0,16.0,2.0,6.4339974884469384e-12
188,1.009029520746382,0.8021978021978022,0.0005563056127922433,16.0,14.0,4.0,0.5563056127922432
189,1.0,1.0,0.0,25.0,19.0,2.0,0.0
190,0.9770636008180833,0.6363636363636365,0.026096891052703127,17.0,12.0,2.0,26.09689105270313
191,0.9888574760576175,0.945054945054945,1.1239312789557584e-06,18.0,13.0,4.0,0.0011239312789557583
192,0.9984193577723901,0.9731682146542827,1.2418823458351716e-11,25.0,18.0,2.0,1.2418823458351716e-08
193,1.003343272135305,0.8785714285714284,1.6315280286544268e-05,20.0,15.0,3.0,0.01631528028654427
194,0.9855941040478171,0.8791208791208791,7.54456235935913e-05,17.0,13.0,4.0,0.07544562359359129
195,0.9035342750080732,0.7454545454545454,0.013330146315440047,13.0,10.0,3.0,13.330146315440047
196,0.9981337578203712,0.9824175824175824,4.1071830416421516e-10,17.0,14.0,2.0,4.107183041642152e-07
197,1.0004387236521324,0.9823529411764707,1.3641238342610768e-11,19.0,16.0,4.0,1.3641238342610768e-08
198,1.000673399235367,0.5912087912087912,0.025970813668962523,19.0,14.0,4.0,25.970813668962524
199,1.0,1.0,0.0,18.0,12.0,2.0,0.0
200,0.9900881238560708,0.221978021978022,0.44562965795360865,21.0,14.0,2.0,445.62965795360867
201,1.0007762596047565,0.9892857142857142,2.9989342571550623e-12,21.0,15.0,3.0,2.9989342571550625e-09
202,1.0,1.0,0.0,18.0,16.0,2.0,0.0
203,0.988859313398653,0.9030303030303028,0.00034361219776328223,13.0,10.0,3.0,0.3436121977632822
204,1.0000143488668054,0.9975490196078433,9.580348013919738e-19,21.0,17.0,3.0,9.580348013919737e-16
205,1.001503589685105,0.9780219780219779,7.757814031393615e-09,18.0,13.0,4.0,7.757814031393615e-06
206,1.0000595355730855,0.9956043956043955,1.0315953358848785e-13,17.0,14.0,2.0,1.0315953358848785e-10
207,1.0001553608304004,0.990909090909091,3.762571807085399e-09,13.0,11.0,2.0,3.762571807085399e-06
208,1.001800215417061,0.9352941176470588,1.0720167152998667e-07,20.0,16.0,3.0,0.00010720167152998667
209,1.0078759769407917,0.888235294117647,4.326250867975576e-06,18.0,16.0,4.0,0.004326250867975576
210,0.9992632367178844,0.9338235294117647,4.3263269874737686e-08,21.0,17.0,4.0,4.3263269874737685e-05
211,1.000591714110769,0.976470588235294,1.0061504401171986e-10,19.0,16.0,2.0,1.0061504401171986e-07
212,1.0,1.0,0.0,21.0,19.0,2.0,0.0
213,0.9798004512194124,0.901098901098901,2.613862202954826e-05,15.0,13.0,4.0,0.02613862202954826
214,0.9980750433615149,0.9614035087719298,5.862028167722586e-11,26.0,19.0,4.0,5.862028167722586e-08
215,1.0,1.0,0.0,20.0,15.0,2.0,0.0
216,0.9991109200743707,0.9440559440559443,3.9272610809659444e-06,17.0,12.0,3.0,0.0039272610809659445
217,1.0005908117248974,0.9938080495356036,1.065568864594519e-16,20.0,18.0,3.0,1.065568864594519e-13
218,0.9552352384605232,0.7545454545454545,0.00728204100842914,13.0,11.0,3.0,7.28204100842914
219,1.0039481844093447,0.7676470588235293,0.0005168835242959224,22.0,16.0,4.0,0.5168835242959224
220,1.0000200819253764,0.9945054945054945,3.909411051466979e-12,19.0,13.0,2.0,3.909411051466979e-09
221,0.9910254931824887,0.9510489510489512,2.0384246324655723e-06,17.0,12.0,4.0,0.002038424632465572
222,1.0,1.0,0.0,21.0,14.0,2.0,0.0
223,0.977470368102037,0.7058823529411764,0.002245900601051328,23.0,16.0,4.0,2.245900601051328
224,1.0,0.9999999999999999,6.646897422032013e-64,11.0,10.0,4.0,6.646897422032013e-61
225,0.9991912121415466,0.9725274725274725,2.6191330438273957e-08,15.0,13.0,3.0,2.6191330438273956e-05
